Partner Name,Year,Export (US$ Thousand),Import (US$ Thousand),Country Growth (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand),Continente,Intervalo,Share_Cafe,Share_Banano,Share_Cardamomo,Share_Azucar,Share_Textiles,Share_Hortalizas,Share_Pescado,Share_Lacteos,Share_Carne,Share_Plasticos,Arancel_Ajustado,Share_Total_Ponderado,Demanda_Ajustada,Revealed Comparative Advantage,MFN SpecificDuty Imports (log),TLC_Con_GT,Arancel_Especifico_GT,Mercado_Atractivo
Kazakhstan,2012,52827494.25,68631013.1,8.25,1.46,0.88,18.44,18.44,78.38,0.57,2.61,1508.68,0.0,3321461.73,77399790.89,8132068.22,9.09,3.6,724506.0,69.62,24.38,16.84,129.85,3000.0,67231294.58,85531859.12,0.0,Asia,2012-2014,0.001014220713119,0.0008113765704952,0.0040568828524761,0.0012170648557428,0.0036511945672285,0.0006085324278714,0.0024341297114856,0.0004056882852476,0.0008113765704952,0.0030426621393571,2263.02,0.0017282320951548,52.38925431860563,0,18.02364940512076,0,1810.416,0
Kenya,2012,19005210.99,5618855.95,4.154359526372444,2.41,9.73,16.85,16.85,81.09,0.11,1.95,3000.0,0.0,1404256.79,5844327.79,693740.87,9.0,14.22,1058215.0,70.28,24.03,19.84,144.27,3000.0,3748277.26,6538068.66,0.0,África,2012-2014,3.321390625674525e-05,1.6606953128372624e-05,1.6606953128372624e-06,3.321390625674525e-05,0.0001660695312837,1.6606953128372624e-05,1.992834375404715e-05,3.321390625674525e-06,4.982085938511787e-06,0.0002491042969255,4500.0,3.766456969514911e-05,0.047018838377200244,1,15.13680716184717,0,3600.0,0
Kyrgyz Republic,2012,9682565.37,1136132.44,12.3,1.51,1.17,18.7,18.7,78.06,0.48,2.76,90.85,0.0,20343.59,343097.44,939150.02,9.75,9.3,464907.0,70.22,22.47,42.97,291.27,3000.0,829646.22,1282247.47,0.0,Asia,2012-2014,1.6789626168209228e-05,1.343170093456738e-05,6.715850467283691e-05,2.014755140185107e-05,6.044265420555321e-05,1.0073775700925535e-05,4.029510280370214e-05,6.71585046728369e-06,1.343170093456738e-05,5.036887850462768e-05,136.27499999999998,2.8609522990628523e-05,0.23678169486489808,0,13.628755853274736,0,109.02,0
Cambodia,2012,15562910.59,9303921.26,10.25,5.01,12.06,20.73,20.73,76.19,0.1,2.98,3000.0,0.0,421378.91,11260430.08,539718.34,10.5,14.94,451869.0,74.39,21.4,8.45,49.54,3000.0,8996347.82,11800148.43,0.0,Asia,2012-2014,0.0001374922098464,0.0001099937678771,0.0005499688393858,0.0001649906518157,0.0004949719554472,8.249532590787785e-05,0.0003299813036315,5.499688393858524e-05,0.0001099937678771,0.0004124766295393,4500.0,0.0002342867255783,0.4842891017648814,0,16.012329366320728,0,3600.0,0
Kiribati,2012,159859.97,66791.29,8.78,5.54,2.59,22.83,22.83,77.03,0.0,0.14,40.0,0.0,0.0,31362.65,6962.46,8.16,9.46,84478.0,72.61,25.63,48.69,155.43,1066.94,4995.95,38325.11,0.0,Oceanía,2012-2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0,8.516583005290542,0,48.0,0
Kuwait,2012,31875659.59,115458090.76,4.846360655737705,4.35,1.49,29.08,29.08,67.61,0.72,2.59,754.3,0.0,98900753.69,108292583.84,404406.9,9.21,3.0,598859.0,70.97,24.12,22.14,111.43,3000.0,102155301.61,108696990.75,0.0,Asia,2012-2014,0.0017062255364837,0.0013649804291869,0.0068249021459349,0.0020474706437804,0.0061424119313414,0.0010237353218902,0.0040949412875609,0.0006824902145934,0.0013649804291869,0.0051186766094511,1131.4499999999998,0.0029074083141682,296.42263500694133,0,18.44200478791489,0,905.16,0
Lao PDR,2012,6109890.13,3234883.33,0.3,2.89,2.14,12.2,12.2,86.01,0.05,1.74,754.3,0.0,11719.25,906328.87,555115.5,10.69,10.96,283792.0,69.38,21.77,28.56,212.66,3000.0,731036.1,1461444.38,0.0,Asia,2012-2014,4.780470999355657e-05,3.824376799484525e-05,0.0001912188399742,5.736565199226787e-05,0.0001720969559768,2.8682825996133932e-05,0.0001147313039845,1.9121883997422625e-05,3.824376799484525e-05,0.0001434141299806,1131.4499999999998,8.145922582902037e-05,0.2326911490211519,0,13.502219489838035,0,905.16,0
Lebanon,2012,28790108.33,3700056.29,2.41,5.39,2.99,24.89,24.89,66.88,0.82,7.41,754.3,0.0,256682.92,2515948.76,1181618.37,9.66,9.43,961727.0,70.47,22.96,10.32,83.94,3000.0,1200415.54,3697567.13,0.0,Asia,2012-2014,5.467897907257286e-05,4.374318325805829e-05,0.0002187159162902,6.561477488708742e-05,0.0001968443246612,3.280738744354371e-05,0.0001312295497741,2.1871591629029145e-05,4.374318325805829e-05,0.0001640369372177,1131.4499999999998,9.317298033966416e-05,0.3044242765365542,0,13.998179171193843,0,905.16,0
Liberia,2012,16894009.97,1315507.72,4.154359526372444,5.23,1.09,16.94,16.94,82.96,0.04,0.06,60.0,0.0,2808.73,859536.07,325043.63,8.57,3.93,229653.0,68.91,26.8,42.87,159.4,3000.0,545951.58,1184579.71,0.0,África,2012-2014,7.776164842258444e-06,3.888082421129222e-06,3.888082421129223e-07,7.776164842258444e-06,3.888082421129223e-05,3.888082421129222e-06,4.665698905355067e-06,7.776164842258446e-07,1.1664247263387669e-06,5.8321236316938335e-05,90.0,8.818170931121079e-06,0.12747661468317986,0,13.210287401138528,0,72.0,0
Libya,2012,30312741.09,59153516.55,4.154359526372444,5.41,0.58,26.88,26.88,69.32,1.87,1.93,131.53,0.0,85463009.25,85693928.72,7231621.34,8.65,2.57,236562.0,66.55,25.71,49.46,296.37,3000.0,85693284.6,92925550.05,0.0,África,2012-2014,0.000349665371551,0.0001748326857755,1.748326857755206e-05,0.000349665371551,0.0017483268577552,0.0001748326857755,0.0002097992229306,3.496653715510412e-05,5.244980573265618e-05,0.0026224902866328,197.29500000000002,0.0003965205313388,118.28630985634784,0,18.266285032774043,0,157.83599999999998,0
Sri Lanka,2012,17606120.64,9962858.4,-4.71,5.75,7.04,30.22,30.22,62.34,1.4,6.03,3000.0,0.0,3197454.42,12694327.44,182065.36,9.77,12.91,939749.0,71.32,22.18,9.47,74.7,3000.0,8281038.76,12876392.81,0.0,Asia,2012-2014,0.0001472299022663,0.000117783921813,0.0005889196090653,0.0001766758827195,0.0005300276481587,8.833794135979592e-05,0.0003533517654391,5.889196090653062e-05,0.000117783921813,0.0004416897067989,4500.0,0.0002508797534618,0.5553164761534822,0,15.929479093356804,0,3600.0,0
Lesotho,2012,1898620.01,915963.07,4.51,6.8,1.83,18.54,18.54,79.43,0.0,2.03,60.0,0.0,0.0,331844.96,580636.61,11.47,11.43,90235.0,69.93,17.61,73.18,497.92,3000.0,325139.4,912481.57,0.0,África,2012-2014,5.4143960643128045e-06,2.7071980321564023e-06,2.707198032156402e-07,5.4143960643128045e-06,2.7071980321564023e-05,2.7071980321564023e-06,3.2486376385876825e-06,5.414396064312804e-07,8.121594096469206e-07,4.060797048234603e-05,90.0,6.139925136930721e-06,0.061801589868057505,0,12.69201236802674,0,72.0,0
Lithuania,2012,26378428.77,22898200.02,0.68,6.68,9.54,50.33,50.33,40.2,0.53,8.94,754.3,0.0,1690652.06,6093471.31,120492.61,9.02,11.06,967137.0,70.45,23.59,14.67,104.08,3000.0,3408075.95,6213963.92,0.0,Europa,2012-2014,0.0010151603934326,0.0005414188764974,6.76773595621794e-05,0.0003383867978108,0.0008121283147461,0.0002707094382487,0.0006767735956217,0.0004737415169352,0.000406064157373,0.0008121283147461,1131.4499999999998,0.0006138336512289,12.41174950315358,0,15.041658745901788,0,905.16,0
Luxembourg,2012,26458779.66,17184433.85,-3.3,4.8,4.4,45.88,45.88,51.92,0.21,1.99,3000.0,0.0,167329.2,1987654.63,280596.25,8.74,6.04,667602.0,69.5,24.68,18.95,125.09,3000.0,839793.6,2268250.88,0.0,Europa,2012-2014,0.0007618483816565,0.0004063191368834,5.0789892110433965e-05,0.0002539494605521,0.0006094787053252,0.0002031595684417,0.0005078989211043,0.000355529244773,0.0003047393526626,0.0006094787053252,4500.0,0.0004606643214416,1.7587770626234864,0,13.640912617109151,0,3600.0,0
Latvia,2012,28150382.23,11432267.61,2.09,6.31,6.03,48.3,48.3,42.61,0.41,8.68,374.87,0.0,254545.27,2829449.25,197965.44,8.96,8.26,798176.0,70.92,23.94,18.54,108.48,3000.0,1495742.77,3027414.69,0.0,Europa,2012-2014,0.0005068339552741,0.0002703114428128,3.3788930351610545e-05,0.000168944651758,0.0004054671642193,0.0001351557214064,0.0003378893035161,0.0002365225124612,0.0002027335821096,0.0004054671642193,562.3050000000001,0.0003064655982891,6.219715310355401,0,14.218134146109056,0,449.844,0
Morocco,2012,58752444.09,22937434.64,0.59,4.51,5.2,24.86,24.86,64.65,0.88,9.61,3000.0,0.0,2245538.24,31018192.86,1614722.34,9.16,10.46,951305.0,71.43,23.02,7.27,53.41,3000.0,10654919.12,32632915.2,0.0,África,2012-2014,0.0001355866408896,6.779332044481236e-05,6.779332044481236e-06,0.0001355866408896,0.0006779332044481,6.779332044481236e-05,8.135198453377483e-05,1.3558664088962472e-05,2.0337996133443708e-05,0.0010168998066721,4500.0,0.0001537552507688,0.7835483259422706,0,16.181532326536963,0,3600.0,0
Moldova,2012,7294822.34,2368712.66,0.21,0.96,2.62,7.0,7.0,79.24,0.92,12.84,690.91,0.0,232213.52,2394511.63,979102.21,9.46,11.75,574302.0,71.02,22.84,12.31,79.78,3000.0,1359988.38,3373613.84,0.0,Europa,2012-2014,0.0001050136374804,5.600727332289463e-05,7.000909165361828e-06,3.500454582680914e-05,8.401090998434192e-05,2.8003636661447316e-05,7.000909165361828e-05,4.90063641575328e-05,4.200545499217096e-05,8.401090998434192e-05,1036.365,6.349824612983179e-05,0.14499149238265083,0,14.122987448858217,0,829.092,0
Madagascar,2012,3093232.3,1816844.59,-4.81,2.88,3.63,17.31,17.31,79.66,0.09,2.94,754.3,0.0,8765.53,2029852.83,247774.65,10.52,13.16,540825.0,72.15,21.14,22.47,148.21,3000.0,973405.29,2277627.48,0.0,África,2012-2014,1.0739642808485733e-05,5.3698214042428655e-06,5.369821404242865e-07,1.0739642808485733e-05,5.369821404242866e-05,5.3698214042428655e-06,6.443785685091439e-06,1.073964280848573e-06,1.6109464212728596e-06,8.054732106364298e-05,1131.4499999999998,1.2178754944822816e-05,0.019538968638294924,0,13.788556838246786,0,905.16,0
Maldives,2012,1170557.26,228143.49,4.94,6.57,0.74,21.51,21.51,76.85,0.07,1.57,195.63,0.0,227.37,266282.06,28041.32,9.43,13.28,251743.0,70.05,23.83,54.33,282.09,3000.0,6036.69,294323.38,0.0,Asia,2012-2014,3.371476576983032e-06,2.6971812615864254e-06,1.3485906307932128e-05,4.045771892379637e-06,1.2137315677138912e-05,2.0228859461898186e-06,8.091543784759274e-06,1.3485906307932129e-06,2.6971812615864254e-06,1.0114429730949096e-05,293.445,5.744996087179086e-06,0.00445136938092133,0,8.705776767444954,0,234.75599999999997,0
Mexico,2012,365947103.69,393395458.43,2.8,3.58,4.18,29.11,29.11,67.54,0.6,2.74,3000.0,0.0,72553982.65,382903908.48,12573346.73,8.65,7.97,1301771.0,70.23,24.51,3.43,25.7,3000.0,185250879.02,395477255.21,0.0,América,2012-2014,0.0093016799109244,0.0139525198663866,0.0023254199777311,0.0116270998886555,0.0174406498329833,0.0081389699220589,0.0058135499443277,0.0069762599331933,0.01046438989979,0.0116270998886555,2400.0,0.0102434750019055,1678.3575777971091,0,19.03722157257453,1,2400.0,0
Marshall Islands,2012,11518027.48,1002440.53,4.073670212765958,8.58,1.93,42.06,42.06,54.52,0.68,2.73,876.07,0.0,110.72,504979.67,198452.47,9.09,4.6,115932.0,69.34,23.91,42.01,369.35,3000.0,32181.57,703432.14,0.0,Oceanía,2012-2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1314.105,0.0,0.0,0,10.379180280626583,0,1051.284,0
Mali,2012,3581134.48,2616103.23,1.64,6.94,0.83,19.39,19.39,77.09,0.06,3.46,274.5,0.0,37.99,377137.17,507343.29,9.78,5.14,431754.0,71.35,22.49,40.84,269.91,3000.0,711698.18,884480.45,0.0,África,2012-2014,1.5464181358696062e-05,7.732090679348031e-06,7.732090679348031e-07,1.5464181358696062e-05,7.732090679348031e-05,7.732090679348031e-06,9.278508815217635e-06,1.546418135869606e-06,2.3196272038044093e-06,0.0001159813601902,411.75,1.7536381660761334e-05,0.11114956924344153,0,13.47541060111584,0,329.4,0
Malta,2012,16884116.57,6394520.1,3.33,5.39,3.73,47.72,47.72,50.29,0.22,1.77,453.94,0.0,342415.77,3110468.23,70001.41,8.98,4.7,433765.0,71.28,23.75,26.75,124.59,3000.0,1693130.05,3180469.64,0.0,Europa,2012-2014,0.0002834923065943,0.0001511958968503,1.889948710629192e-05,9.449743553145958e-05,0.0002267938452755,7.559794842516767e-05,0.0001889948710629,0.000132296409744,0.0001133969226377,0.0002267938452755,680.91,0.000171418348054,1.6074527021749188,0,14.342090065089383,0,544.728,0
Myanmar,2012,15889773.26,8602675.0,-4.3,5.25,9.24,46.54,46.54,50.22,0.23,3.01,754.3,0.0,72342.28,3576113.26,132591.98,11.03,11.99,406157.0,71.99,21.56,26.35,148.19,3000.0,1456514.3,3708705.24,0.0,Asia,2012-2014,0.0001271292784286,0.0001017034227429,0.0005085171137146,0.0001525551341143,0.0004576654023431,7.62775670571994e-05,0.0003051102682287,5.085171137146627e-05,0.0001017034227429,0.0003813878352859,1131.4499999999998,0.0002166282904424,1.6456203615890976,0,14.19155735996085,0,905.16,0
Mongolia,2012,7734059.43,4507796.17,4.846360655737705,7.8,2.09,29.99,29.99,65.84,0.7,3.47,800.3,0.0,314.91,375765.29,241718.65,10.4,5.65,322632.0,70.48,21.86,44.93,265.73,3000.0,281653.84,617483.93,0.0,Asia,2012-2014,6.661566017495753e-05,5.329252813996602e-05,0.0002664626406998,7.993879220994903e-05,0.0002398163766298,3.9969396104974514e-05,0.0001598775844198,2.664626406998301e-05,5.329252813996602e-05,0.0001998469805248,1200.4499999999998,0.0001135130849381,0.4258969158340771,0,12.548437628623994,0,960.3599999999999,0
Montenegro,2012,3609192.27,631295.71,-4.17,1.13,0.16,4.95,4.95,75.79,1.24,18.02,754.3,0.0,12382.39,56902.54,734906.46,9.49,4.87,402560.0,67.47,24.12,27.71,199.07,3000.0,82053.0,791809.0,0.0,Europa,2012-2014,2.798763224953128e-05,1.492673719975002e-05,1.8658421499687523e-06,9.329210749843765e-06,2.2390105799625023e-05,7.463368599875009e-06,1.865842149968753e-05,1.3060895049781268e-05,1.1195052899812511e-05,2.2390105799625023e-05,1131.4499999999998,1.692318830021658e-05,0.009434002537373764,0,11.315132846091688,0,905.16,0
Mozambique,2012,8794392.27,4585835.7,-1.02,4.81,1.35,13.52,13.52,82.84,0.08,3.56,350.0,0.0,659559.55,2312637.89,3975397.58,8.77,6.92,515788.0,69.35,25.58,31.41,200.72,3000.0,2076201.48,6288035.47,0.0,África,2012-2014,2.7107567519796572e-05,1.3553783759898288e-05,1.3553783759898287e-06,2.7107567519796572e-05,0.0001355378375989,1.3553783759898288e-05,1.6264540511877944e-05,2.710756751979657e-06,4.066135127969486e-06,0.0002033067563984,525.0,3.073998156744932e-05,0.26800095986568645,0,14.546051052230505,0,420.0,0
Mauritania,2012,4998911.61,3298597.85,10.05,6.97,1.48,20.23,20.23,78.99,0.06,0.72,165.6,0.0,178.04,912581.76,1502281.25,10.33,6.34,294246.0,72.34,21.99,41.17,219.93,3000.0,332995.52,2414863.01,0.0,África,2012-2014,1.949851014931277e-05,9.749255074656385e-06,9.749255074656382e-07,1.949851014931277e-05,9.749255074656384e-05,9.749255074656385e-06,1.169910608958766e-05,1.9498510149312764e-06,2.924776522396915e-06,0.0001462388261198,248.39999999999998,2.2111310509320678e-05,0.2924471584070874,0,12.715887318457524,0,198.72,0
Mauritius,2012,5237022.1,2542325.85,5.78,3.12,4.33,20.66,20.66,75.34,0.16,3.84,1175.16,0.0,499612.91,3542888.89,279571.28,9.54,16.45,736466.0,70.99,22.7,18.15,126.97,3000.0,2224023.22,3822460.17,0.0,África,2012-2014,1.5028072121336409e-05,7.5140360606682035e-06,7.514036060668203e-07,1.5028072121336409e-05,7.514036060668204e-05,7.5140360606682035e-06,9.016843272801844e-06,1.5028072121336406e-06,2.254210818200461e-06,0.00011271054091,1762.7400000000002,1.7041833785595486e-05,0.02456478537909372,0,14.614828824581082,0,1410.192,0
Malawi,2012,1831179.27,1097952.0,6.02,4.17,6.95,16.68,16.68,82.22,0.25,0.85,1508.68,0.0,13137.61,1211705.67,148309.0,10.01,22.09,290987.0,68.4,24.84,57.35,351.15,3000.0,1142272.16,1360014.67,0.0,África,2012-2014,6.490160119233162e-06,3.245080059616581e-06,3.245080059616581e-07,6.490160119233162e-06,3.245080059616581e-05,3.245080059616581e-06,3.894096071539897e-06,6.490160119233162e-07,9.735240178849742e-07,4.867620089424871e-05,2263.02,7.359841575210406e-06,0.003569205562311913,0,13.948530834991471,0,1810.416,0
Malaysia,2012,226696145.77,300056881.49,2.27,4.9,3.32,42.31,42.31,54.67,0.64,2.38,3000.0,0.0,43897471.77,239856765.45,3046130.91,8.68,5.41,1293920.0,70.29,24.6,3.59,26.3,3000.0,71987877.15,242902896.36,0.0,Asia,2012-2014,0.0044342038762802,0.0035473631010242,0.017736815505121,0.0053210446515363,0.0159631339546089,0.0026605223257681,0.0106420893030726,0.0017736815505121,0.0035473631010242,0.0133026116288408,4500.0,0.0075558834051815,503.7091338504339,0,18.09200830377858,0,3600.0,0
Namibia,2012,7485520.94,4443744.92,5.1,6.16,2.26,23.32,23.32,73.83,0.08,2.77,1175.16,0.0,42446.77,3152122.71,1877546.34,9.48,8.4,846522.0,70.19,23.35,32.36,250.73,3000.0,1462223.37,5029669.05,0.0,África,2012-2014,2.626764745619932e-05,1.313382372809966e-05,1.313382372809966e-06,2.626764745619932e-05,0.0001313382372809,1.313382372809966e-05,1.576058847371959e-05,2.626764745619932e-06,3.940147118429898e-06,0.0001970073559214,1762.7400000000002,2.978751221533003e-05,0.07504967063530382,0,14.195469375369132,0,1410.192,0
Niger,2012,1799800.66,1001799.68,-6.18,4.77,0.86,13.71,13.71,85.79,0.1,0.4,754.3,0.0,296.02,256818.26,1342202.15,8.87,3.12,325072.0,69.52,25.83,35.84,173.3,3000.0,464117.59,1599020.4,0.0,África,2012-2014,5.921789231766546e-06,2.960894615883273e-06,2.9608946158832733e-07,5.921789231766546e-06,2.960894615883273e-05,2.960894615883273e-06,3.553073539059928e-06,5.921789231766547e-07,8.88268384764982e-07,4.44134192382491e-05,1131.4499999999998,6.715308988823263e-06,0.005940566379181659,0,13.047895380449456,0,905.16,0
Nigeria,2012,58445103.67,108536559.44,-25.12,9.49,1.27,42.83,42.83,50.68,1.14,5.35,3000.0,0.0,3581452.61,145738240.05,197066.92,9.22,2.68,827327.0,70.54,24.06,20.16,127.28,3000.0,125087682.41,145935306.97,0.0,África,2012-2014,0.0006415759974536,0.0003207879987268,3.207879987268421e-05,0.0006415759974536,0.0032078799872684,0.0003207879987268,0.0003849455984722,6.415759974536842e-05,9.623639961805264e-05,0.0048118199809026,4500.0,0.0007275471811124,17.543983085583303,0,18.6445255166334,0,3600.0,0
Nicaragua,2012,5562478.7,5127600.26,9.3,2.91,9.13,19.36,19.36,73.9,0.78,5.97,1175.16,0.0,222843.45,4256054.21,729951.07,9.91,17.57,685913.0,70.42,22.91,25.1,183.83,3000.0,2443456.92,4986005.28,0.0,América,2012-2014,0.000121240078673,0.0001818601180096,3.0310019668274743e-05,0.0001515500983413,0.000227325147512,0.0001060850688389,7.577504917068686e-05,9.093005900482422e-05,0.0001363950885072,0.0001515500983413,940.1280000000002,0.0001335156366387,0.7274407021602411,0,14.70892477434496,1,940.1280000000002,0
Netherlands,2012,615855323.76,481140177.25,-0.7,6.42,7.22,53.58,53.58,43.19,0.32,2.91,3000.0,0.0,40327361.65,101053024.27,1779074.61,8.82,8.19,1361027.0,69.91,24.67,3.36,26.18,3000.0,50936993.2,102832098.87,0.0,Europa,2012-2014,0.0213306919848184,0.0113763690585698,0.0014220461323212,0.0071102306616061,0.0170645535878547,0.0056881845292849,0.0142204613232123,0.0099543229262486,0.0085322767939273,0.0170645535878547,4500.0,0.0128979584201535,1378.7438348002188,0,17.746100019100105,0,3600.0,0
Norway,2012,146371335.22,140728773.27,-1.93,2.84,1.21,23.55,23.55,71.52,0.8,4.13,3000.0,0.0,124058381.75,193476291.59,37526778.68,8.59,3.87,1213278.0,70.12,24.78,4.41,30.64,3000.0,135532176.25,231003070.28,0.0,Europa,2012-2014,0.0062390177706235,0.0033274761443325,0.0004159345180415,0.0020796725902078,0.0049912142164988,0.0016637380721662,0.0041593451804157,0.002911541626291,0.0024956071082494,0.0049912142164988,2400.0,0.003772526078637,221.11743739094902,0,18.724719640572083,1,2400.0,0
Nepal,2012,5688865.49,629921.85,0.85,4.29,7.06,15.73,15.73,82.89,0.03,1.35,754.3,0.0,7673.45,714779.15,33317.33,10.45,11.66,451372.0,73.46,21.09,11.98,93.54,3000.0,403049.19,748096.48,0.0,Asia,2012-2014,9.308908014884929e-06,7.447126411907941e-06,3.723563205953971e-05,1.117068961786191e-05,3.351206885358573e-05,5.585344808930955e-06,2.234137923572382e-05,3.7235632059539705e-06,7.447126411907941e-06,2.792672404465477e-05,1131.4499999999998,1.5862379257363915e-05,0.008823399962206107,0,12.906816374117168,0,905.16,0
Nauru,2012,48926.62,100763.56,4.073670212765958,4.7,1.03,46.14,46.14,50.12,1.32,2.42,148.92,0.0,80.31,77175.9,2728.63,9.5,3.15,135796.0,72.11,21.16,48.43,267.77,3000.0,1635.07,79904.53,0.0,Oceanía,2012-2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.38,0.0,0.0,0,7.400052303533406,0,178.70399999999998,0
New Zealand,2012,36680186.67,38049235.48,-9.68,7.38,17.3,55.82,55.82,33.85,1.15,9.18,3000.0,0.0,6510726.23,33634278.52,426053.77,9.03,17.96,1256622.0,70.05,24.26,5.99,47.23,3000.0,10591028.9,34060332.29,0.0,Oceanía,2012-2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500.0,0.0,0.0,0,16.175517964973555,0,3600.0,0
Oman,2012,30855068.79,48996727.56,9.11,3.67,1.58,29.61,29.61,68.3,0.74,1.35,496.01,0.0,2344926.84,31369945.45,1028596.17,9.23,3.66,827279.0,69.91,23.98,22.51,169.56,3000.0,20577506.1,32398541.62,0.0,Asia,2012-2014,0.0007240676440838,0.000579254115267,0.0028962705763352,0.0008688811729005,0.0026066435187017,0.0004344405864502,0.0017377623458011,0.0002896270576335,0.000579254115267,0.0021722029322514,744.015,0.0012338112655188,81.142949386366,0,16.839709148865932,0,595.212,0
Pakistan,2012,38428746.63,25854477.39,0.27,6.24,9.98,58.14,58.14,33.94,0.92,7.0,1508.68,0.0,4570908.59,28055340.04,409187.17,9.27,14.08,1033075.0,71.75,23.22,5.68,42.73,3000.0,12533019.8,28464527.21,0.0,Asia,2012-2014,0.0003820743030209,0.0003056594424167,0.0015282972120838,0.0004584891636251,0.0013754674908755,0.0002292445818125,0.0009169783272503,0.0001528297212083,0.0003056594424167,0.0011462229090629,2263.02,0.0006510546123477,7.434862216145982,0,16.343877383210888,0,1810.416,0
Panama,2012,74017415.04,8716739.48,7.87,7.06,4.21,45.77,45.77,51.32,0.36,2.55,374.87,0.0,2738280.59,9779051.34,716202.39,8.91,7.01,1096247.0,70.92,23.73,10.92,80.93,3000.0,5415161.03,10495253.73,0.0,América,2012-2014,0.0002061038549694,0.0003091557824541,5.152596374235049e-05,0.0002576298187117,0.0003864447280676,0.0001803408730982,0.0001288149093558,0.000154577891227,0.0002318668368405,0.0002576298187117,299.896,0.000226971870285,6.575210911951965,0,15.504713360407234,1,299.896,0
Peru,2012,43929253.06,47603406.52,5.49,2.86,2.07,22.37,22.37,68.92,1.01,7.7,1175.16,0.0,4752304.58,41784899.9,4709793.61,9.06,7.07,1066667.0,70.9,23.59,8.93,63.83,3000.0,19586147.03,46494693.52,0.0,América,2012-2014,0.0011255637060117,0.0016883455590175,0.0002813909265029,0.0014069546325146,0.0021104319487719,0.0009848682427602,0.0007034773162573,0.0008441727795087,0.0012662591692631,0.0014069546325146,940.1280000000002,0.0012395270312454,62.6967948683957,1,16.790333141183872,1,940.1280000000002,1
